t_s,rpm,u1_suction,u2_circ,u3_inlet,Q_Nm3h,p_disch_kPa,T_disch_C,p_suction_kPa,T_suction_C,vib_um
2218,7453,55.8,43.0,55.8,5136.2,198.90,42.59,101.59,25.45,11.67
2219,7452,56.0,42.8,56.0,5076.0,198.80,43.20,101.98,25.22,11.96
2220,7450,56.2,42.5,56.2,5183.5,197.46,42.87,100.03,24.73,13.72
2221,7448,56.5,42.3,56.5,5206.7,198.78,41.81,101.46,24.66,12.93
2222,7447,56.7,42.0,56.7,5272.9,198.22,44.05,101.28,25.82,13.41
2223,7445,56.9,41.8,56.9,5210.8,198.15,42.20,101.25,25.20,13.77
2224,7443,57.1,41.5,57.1,5329.2,198.05,42.09,101.38,24.44,13.20
2225,7442,57.3,41.3,57.3,5382.2,197.48,41.88,100.97,25.09,13.21
2226,7440,57.5,41.0,57.5,5358.2,198.05,40.64,101.40,23.53,12.29
2227,7438,57.7,40.8,57.7,5431.4,197.42,42.83,101.32,24.77,12.68
2228,7437,57.9,40.5,57.9,5339.3,197.43,42.13,100.56,25.02,12.03
2229,7435,58.1,40.3,58.1,5542.5,197.69,41.46,100.88,25.56,13.25
2230,7433,58.3,40.0,58.3,5588.3,197.39,40.26,101.51,24.49,13.11
2231,7432,58.5,39.8,58.5,5573.1,198.07,42.37,101.14,24.89,12.89
2232,7430,58.7,39.5,58.7,5640.3,197.74,41.15,101.47,24.70,12.12
2233,7428,59.0,39.3,59.0,5681.9,197.29,43.53,101.61,24.80,12.40
2234,7427,59.2,39.0,59.2,5595.6,197.89,43.15,101.75,24.24,12.28
2235,7425,59.4,38.8,59.4,5719.1,197.78,40.64,101.78,24.65,12.37
2236,7423,59.6,38.5,59.6,5797.3,197.08,41.42,100.93,24.30,12.61
2237,7422,59.8,38.3,59.8,5719.0,197.56,41.77,101.26,24.57,13.69
2238,7420,60.0,38.0,60.0,5820.3,196.85,44.06,100.96,24.68,11.99
2239,7418,60.2,37.8,60.2,5844.0,197.52,40.08,101.26,24.54,12.85
2240,7417,60.4,37.5,60.4,5888.0,196.97,41.03,101.34,24.82,12.07
2241,7415,60.6,37.3,60.6,5879.7,196.89,44.33,101.46,25.37,13.18
2242,7413,60.8,37.0,60.8,5920.6,197.76,41.72,101.49,25.15,12.14
2243,7412,61.0,36.8,61.0,6006.0,197.35,43.68,101.31,24.92,12.23
2244,7410,61.2,36.5,61.2,6050.7,196.55,42.65,101.06,25.90,12.60
2245,7408,61.5,36.3,61.5,6083.8,197.86,42.12,101.65,25.50,13.33
2246,7407,61.7,36.0,61.7,6201.7,197.10,42.61,101.21,25.05,11.01
2247,7405,61.9,35.8,61.9,6215.8,196.17,42.38,100.92,24.81,12.76
2248,7403,62.1,35.5,62.1,6185.3,196.63,41.61,101.34,25.23,12.06
2249,7402,62.3,35.3,62.3,6186.2,196.14,41.28,101.49,24.87,13.11
2250,7400,62.5,35.0,62.5,6293.6,196.93,41.18,101.66,24.71,12.11
2251,7398,62.7,34.8,62.7,6280.8,195.84,43.58,100.92,24.93,12.68
2252,7397,62.9,34.5,62.9,6310.2,196.01,44.43,100.97,25.17,12.67
2253,7395,63.1,34.3,63.1,6378.5,195.13,43.87,100.56,25.69,12.95
2254,7393,63.3,34.0,63.3,6431.9,196.13,41.60,101.12,25.20,12.12
2255,7392,63.5,33.8,63.5,6538.4,196.56,42.93,101.43,25.29,12.17
2256,7390,63.7,33.5,63.7,6546.5,195.68,42.67,100.98,25.05,13.27
2257,7388,64.0,33.3,64.0,6588.5,195.67,42.65,100.69,24.48,11.90
2258,7387,64.2,33.0,64.2,6560.9,196.55,41.29,101.19,24.12,11.91
2259,7385,64.4,32.8,64.4,6680.1,195.43,41.01,100.75,25.36,11.77
2260,7383,64.6,32.5,64.6,6698.7,195.15,42.87,100.80,24.37,12.56
2261,7382,64.8,32.3,64.8,6635.4,195.73,42.77,101.05,24.91,11.86
2262,7380,65.0,32.0,65.0,6752.0,196.83,43.89,102.23,25.03,11.37
2263,7378,65.2,31.8,65.2,6607.0,195.63,42.52,101.02,24.57,12.18
2264,7377,65.4,31.5,65.4,6788.2,196.05,43.19,101.56,25.06,13.07
2265,7375,65.6,31.3,65.6,6703.5,196.50,40.28,101.68,24.59,12.80
2266,7373,65.8,31.0,65.8,6847.4,195.88,41.46,101.68,25.01,12.59
2267,7372,66.0,30.8,66.0,6915.8,195.34,44.30,101.26,26.02,11.88
2268,7370,66.2,30.5,66.2,7013.5,195.43,41.82,101.50,25.31,12.08
2269,7368,66.5,30.3,66.5,6803.1,195.50,43.18,101.32,25.69,12.66
2270,7367,66.7,30.0,66.7,6976.8,195.45,39.93,101.53,23.86,12.68
2271,7365,66.9,29.8,66.9,7122.1,195.13,41.43,101.39,24.96,13.21
2272,7363,67.1,29.5,67.1,7040.8,195.38,41.54,101.39,24.18,12.26
2273,7362,67.3,29.3,67.3,7032.3,195.27,42.99,101.57,25.98,12.38
2274,7360,67.5,29.0,67.5,7166.0,195.54,42.35,101.77,25.25,12.63
2275,7358,67.7,28.8,67.7,7242.8,195.94,40.84,101.84,25.33,12.21
2276,7357,67.9,28.5,67.9,7199.0,195.11,43.57,101.39,25.01,12.29
2277,7355,68.1,28.3,68.1,7196.6,194.83,41.49,101.29,24.13,12.01
2278,7353,68.3,28.0,68.3,7274.3,194.29,40.08,100.91,23.74,12.79
2279,7352,68.5,27.8,68.5,7323.2,193.90,39.81,100.80,25.00,11.65
2280,7350,68.7,27.5,68.7,7328.8,194.16,41.15,100.83,25.11,11.78
2281,7348,69.0,27.3,69.0,7452.1,194.79,41.98,101.14,24.59,11.88
2282,7347,69.2,27.0,69.2,7561.1,194.58,41.80,101.32,24.34,12.96
2283,7345,69.4,26.8,69.4,7491.7,194.12,40.69,101.47,24.75,12.23
2284,7343,69.6,26.5,69.6,7547.7,194.75,41.31,101.36,24.44,11.00
2285,7342,69.8,26.3,69.8,7446.8,193.97,43.82,100.90,26.15,13.29
2286,7340,70.0,26.0,70.0,7519.2,194.30,41.51,101.26,24.52,11.84
2287,7338,70.2,25.8,70.2,7559.5,193.71,41.04,100.99,24.43,13.30
2288,7337,70.4,25.5,70.4,7863.0,193.78,44.64,100.93,25.39,13.12
2289,7335,70.6,25.3,70.6,7784.4,194.80,41.95,101.68,24.99,12.32
2290,7333,70.8,25.0,70.8,7684.7,194.43,40.58,101.70,25.17,11.81
2291,7332,71.0,24.8,71.0,7774.5,194.48,42.96,101.76,25.38,11.14
2292,7330,71.2,24.5,71.2,7883.8,194.64,40.03,101.98,24.91,13.59
2293,7328,71.5,24.3,71.5,7774.5,194.02,40.27,101.66,24.71,12.06
2294,7327,71.7,24.0,71.7,7885.1,194.79,42.70,101.86,25.41,12.00
2295,7325,71.9,23.8,71.9,7979.6,194.03,43.31,100.98,25.22,11.15
2296,7323,72.1,23.5,72.1,7942.0,194.18,44.24,101.59,24.96,12.34
2297,7322,72.3,23.3,72.3,8021.8,193.53,41.46,101.50,24.82,10.45
2298,7320,72.5,23.0,72.5,7947.1,193.70,42.71,101.72,25.49,12.77
2299,7318,72.7,22.8,72.7,7987.3,194.08,41.69,102.07,25.37,10.92
2300,7317,72.9,22.5,72.9,7949.9,193.21,39.99,101.44,24.69,11.52
2301,7315,73.1,22.3,73.1,8267.8,192.49,39.90,100.79,25.30,12.11
2302,7313,73.3,22.0,73.3,8111.2,192.99,41.56,101.01,25.39,13.89
2303,7312,73.5,21.8,73.5,8096.1,193.75,40.77,101.81,25.12,12.40
2304,7310,73.7,21.5,73.7,8255.1,193.03,41.69,101.46,25.54,12.21
2305,7308,74.0,21.3,74.0,8289.2,192.54,40.23,100.93,24.98,11.92
2306,7307,74.2,21.0,74.2,8454.8,193.45,41.46,101.54,25.17,11.54
2307,7305,74.4,20.8,74.4,8367.2,192.39,42.92,100.62,25.32,13.41
2308,7303,74.6,20.5,74.6,8335.9,193.14,40.93,101.52,25.42,12.79
2309,7302,74.8,20.3,74.8,8442.4,192.40,42.90,100.66,24.84,12.19
2310,7300,75.0,20.0,75.0,8424.2,192.72,41.87,101.12,25.18,12.02
2311,7300,75.0,20.0,75.0,8320.9,192.11,44.29,100.85,26.11,12.31
2312,7300,75.0,20.0,75.0,8426.5,192.67,42.14,101.33,25.12,12.57
2313,7300,75.0,20.0,75.0,8479.6,191.83,42.26,101.01,24.59,13.23
2314,7300,75.0,20.0,75.0,8331.7,192.67,38.37,101.25,23.71,11.16
2315,7300,75.0,20.0,75.0,8505.6,192.90,42.63,101.39,23.77,12.63
2316,7300,75.0,20.0,75.0,8480.5,192.04,40.79,100.93,25.20,12.75
2317,7300,75.0,20.0,75.0,8354.8,193.04,40.86,101.26,24.93,11.28
2318,7300,75.0,20.0,75.0,8360.9,193.53,39.46,102.07,24.61,12.21
2319,7300,75.0,20.0,75.0,8376.9,192.30,40.13,100.97,24.86,12.15
2320,7300,75.0,20.0,75.0,8474.2,192.96,42.06,101.64,24.83,12.21
2321,7300,75.0,20.0,75.0,8449.9,193.30,42.00,101.77,25.18,11.68
2322,7300,75.0,20.0,75.0,8346.4,193.49,39.73,101.91,24.75,11.87
2323,7300,75.0,20.0,75.0,8330.8,193.36,41.50,101.71,25.59,10.80
2324,7300,75.0,20.0,75.0,8463.9,193.09,41.88,101.41,25.29,12.08
2325,7300,75.0,20.0,75.0,8436.6,193.53,42.21,102.07,25.00,11.12
2326,7300,75.0,20.0,75.0,8629.6,192.43,41.90,100.80,24.88,11.27
2327,7300,75.0,20.0,75.0,8425.0,192.46,41.21,100.99,25.56,11.98
2328,7300,75.0,20.0,75.0,8431.3,192.12,41.64,101.51,24.50,12.34
2329,7300,75.0,20.0,75.0,8360.7,192.72,38.62,101.52,24.00,12.80
2330,7300,75.0,20.0,75.0,8357.3,192.30,39.52,100.70,24.47,12.18
2331,7300,75.0,20.0,75.0,8508.4,193.11,40.44,101.76,25.27,12.13
2332,7300,75.0,20.0,75.0,8263.3,191.88,40.78,100.95,24.39,13.47
2333,7300,75.0,20.0,75.0,8346.5,191.96,41.49,100.88,23.88,12.21
2334,7300,75.0,20.0,75.0,8455.7,192.18,40.14,101.20,24.19,12.52
2335,7300,75.0,20.0,75.0,8300.4,192.41,40.28,100.83,25.15,13.00
2336,7300,75.0,20.0,75.0,8385.0,192.90,42.53,101.77,25.05,11.45
2337,7300,75.0,20.0,75.0,8398.3,192.88,42.00,101.12,25.35,12.38
2338,7300,75.0,20.0,75.0,8461.4,192.97,43.38,101.25,26.19,11.43
2339,7300,75.0,20.0,75.0,8337.3,192.05,40.66,100.39,25.13,12.30
2340,7300,75.0,20.0,75.0,8379.2,192.41,41.67,100.89,25.85,11.67
2341,7300,75.0,20.0,75.0,8375.8,192.48,41.73,101.20,25.35,11.74
2342,7300,75.0,20.0,75.0,8528.0,193.01,41.98,101.52,25.64,11.64
2343,7300,75.0,20.0,75.0,8429.1,193.27,42.91,101.49,25.63,12.12
2344,7300,75.0,20.0,75.0,8357.7,193.46,43.16,101.76,24.96,11.71
2345,7300,75.0,20.0,75.0,8404.6,192.76,42.03,101.52,25.12,12.47
2346,7300,75.0,20.0,75.0,8316.7,192.06,44.17,100.81,26.30,12.82
2347,7300,75.0,20.0,75.0,8359.9,192.95,39.50,101.60,25.16,13.46
2348,7300,75.0,20.0,75.0,8342.0,193.19,43.47,101.63,25.62,12.12
2349,7300,75.0,20.0,75.0,8358.4,193.38,41.90,101.73,24.96,12.14
2350,7300,75.0,20.0,75.0,8372.5,192.57,41.54,101.10,25.76,12.71
2351,7300,75.0,20.0,75.0,8520.6,193.22,41.70,101.97,25.30,11.60
2352,7300,75.0,20.0,75.0,8496.6,192.36,42.17,101.20,25.84,11.67
2353,7300,75.0,20.0,75.0,8380.8,192.45,42.79,100.78,25.48,12.16
2354,7300,75.0,20.0,75.0,8543.3,193.25,39.59,101.51,25.12,13.73
2355,7300,75.0,20.0,75.0,8352.0,193.16,41.21,101.39,25.50,12.08
2356,7300,75.0,20.0,75.0,8436.6,192.32,42.32,101.13,25.53,12.56
2357,7300,75.0,20.0,75.0,8244.7,193.52,40.13,102.23,24.69,12.83
2358,7300,75.0,20.0,75.0,8419.0,192.66,40.47,101.41,25.37,11.72
2359,7300,75.0,20.0,75.0,8534.2,193.22,42.20,101.61,25.80,11.55
2360,7300,75.0,20.0,75.0,8371.6,193.50,42.21,102.04,24.82,12.22
2361,7300,75.0,20.0,75.0,8484.2,192.65,43.98,101.38,24.60,12.30
2362,7300,75.0,20.0,75.0,8481.6,192.60,42.21,101.13,24.72,12.66
2363,7300,75.0,20.0,75.0,8426.0,193.07,41.65,101.61,24.97,12.53
2364,7300,75.0,20.0,75.0,8370.5,191.87,41.38,101.11,25.62,12.34
2365,7300,75.0,20.0,75.0,8487.9,193.04,43.09,101.56,24.47,12.17
2366,7300,75.0,20.0,75.0,8402.1,192.53,43.55,101.39,24.84,11.29
2367,7300,75.0,20.0,75.0,8368.8,192.68,40.34,101.76,24.37,11.82
2368,7300,75.0,20.0,75.0,8482.6,192.25,40.88,100.98,25.66,13.30
2369,7300,75.0,20.0,75.0,8520.9,192.34,41.81,100.79,24.98,13.33
2370,7300,75.0,20.0,75.0,8515.5,192.41,41.08,101.14,24.44,11.52
2371,7300,75.0,20.0,75.0,8460.0,193.00,39.82,101.25,24.18,12.32
2372,7300,75.0,20.0,75.0,8441.0,192.02,40.66,100.99,25.47,12.42
2373,7300,75.0,20.0,75.0,8419.3,192.41,41.77,101.24,25.96,10.19
2374,7300,75.0,20.0,75.0,8381.2,193.14,43.42,101.79,24.87,12.06
2375,7300,75.0,20.0,75.0,8531.4,192.48,43.35,101.17,25.18,12.26
2376,7300,75.0,20.0,75.0,8496.8,192.67,39.09,101.07,24.07,11.89
2377,7300,75.0,20.0,75.0,8438.2,192.65,41.64,101.43,24.37,10.34
2378,7300,75.0,20.0,75.0,8545.4,192.54,42.07,101.08,25.00,12.34
2379,7300,75.0,20.0,75.0,8433.2,193.39,41.79,101.73,25.10,12.99
2380,7300,75.0,20.0,75.0,8407.0,192.12,42.30,101.23,25.24,12.76
2381,7300,75.0,20.0,75.0,8470.5,191.89,41.31,100.93,25.04,12.32
2382,7300,75.0,20.0,75.0,8512.1,193.42,39.31,101.70,25.22,11.72
2383,7300,75.0,20.0,75.0,8391.7,191.94,41.41,100.97,24.69,11.73
2384,7300,75.0,20.0,75.0,8447.8,192.64,40.53,100.81,25.46,10.54
2385,7300,75.0,20.0,75.0,8278.1,192.45,41.46,101.02,24.73,12.22
2386,7300,75.0,20.0,75.0,8501.8,192.27,42.07,101.29,25.07,11.89
2387,7300,75.0,20.0,75.0,8471.8,193.41,40.95,101.60,24.16,12.61
2388,7300,75.0,20.0,75.0,8251.1,192.75,44.03,101.21,25.30,12.82
2389,7300,75.0,20.0,75.0,8315.7,192.93,41.44,101.24,24.75,12.17
2390,7300,75.0,20.0,75.0,8487.3,192.35,40.21,100.42,24.32,12.29
2391,7300,75.0,20.0,75.0,8427.3,192.60,43.64,101.09,25.81,11.49
2392,7300,75.0,20.0,75.0,8396.6,192.59,41.52,101.18,25.23,12.37
2393,7300,75.0,20.0,75.0,8348.4,193.44,41.35,101.34,25.89,10.78
2394,7300,75.0,20.0,75.0,8415.5,192.94,41.47,101.80,25.04,12.52
2395,7300,75.0,20.0,75.0,8472.7,192.10,41.39,101.11,24.98,12.10
2396,7300,75.0,20.0,75.0,8373.6,192.89,43.60,101.06,24.99,11.28
2397,7300,75.0,20.0,75.0,8515.7,191.49,40.56,100.81,24.57,11.39
2398,7300,75.0,20.0,75.0,8330.9,192.75,40.86,101.57,25.29,12.04
2399,7300,75.0,20.0,75.0,8543.1,192.23,40.03,100.88,24.29,13.02
2400,7300,75.0,20.0,75.0,8434.0,193.34,42.77,101.39,25.14,12.23
2401,7300,75.0,20.0,75.0,8375.7,191.44,41.42,100.84,24.75,11.97
2402,7300,75.0,20.0,75.0,8428.2,193.03,41.28,101.55,25.45,12.86
2403,7300,75.0,20.0,75.0,8410.6,192.89,43.89,101.95,25.94,11.80
2404,7300,75.0,20.0,75.0,8530.5,193.05,38.58,101.30,24.97,12.04
2405,7300,75.0,20.0,75.0,8391.1,192.78,39.54,101.26,25.04,12.62
2406,7300,75.0,20.0,75.0,8433.4,193.33,41.26,102.01,25.17,11.57
2407,7300,75.0,20.0,75.0,8327.3,192.64,38.41,101.30,24.61,12.02
2408,7300,75.0,20.0,75.0,8386.9,193.40,41.90,101.64,25.65,11.81
2409,7300,75.0,20.0,75.0,8385.3,192.58,41.96,101.43,25.30,12.19
2410,7300,75.0,20.0,75.0,8461.5,192.71,41.30,101.26,24.34,12.95
2411,7300,75.0,20.0,75.0,8357.5,192.30,39.45,101.24,25.04,12.32
2412,7300,75.0,20.0,75.0,8454.6,191.83,42.69,101.01,25.26,12.08
2413,7300,75.0,20.0,75.0,8462.3,193.51,41.50,101.65,24.82,12.13
2414,7300,75.0,20.0,75.0,8304.8,192.44,40.66,100.93,24.91,11.79
2415,7300,75.0,20.0,75.0,8408.2,192.77,41.05,101.67,25.54,12.77
2416,7300,75.0,20.0,75.0,8385.1,192.72,40.34,101.09,25.32,11.78
2417,7300,75.0,20.0,75.0,8540.3,192.47,40.61,101.07,25.28,11.67
2418,7300,75.0,20.0,75.0,8574.0,193.05,40.93,101.94,25.17,11.71
2419,7300,75.0,20.0,75.0,8454.8,192.50,39.62,101.13,24.22,12.14
2420,7300,75.0,20.0,75.0,8509.9,192.24,40.64,101.26,25.40,11.31
2421,7300,75.0,20.0,75.0,8328.5,191.94,41.99,101.13,25.30,12.76
2422,7300,75.0,20.0,75.0,8482.0,192.75,40.67,101.31,25.39,12.67
2423,7300,75.0,20.0,75.0,8386.9,193.25,42.28,101.72,25.32,10.93
2424,7300,75.0,20.0,75.0,8308.2,193.19,41.03,101.75,25.14,12.23
2425,7300,75.0,20.0,75.0,8409.1,192.93,41.40,101.49,24.51,11.84
2426,7300,75.0,20.0,75.0,8453.4,192.34,37.36,101.33,24.34,11.92
2427,7300,75.0,20.0,75.0,8415.3,192.74,41.16,101.39,24.94,12.05
2428,7300,75.0,20.0,75.0,8462.0,192.80,40.19,101.00,25.24,12.34
2429,7300,75.0,20.0,75.0,8542.0,192.78,40.11,101.47,25.13,11.27
2430,7300,75.0,20.0,75.0,8551.1,192.23,37.64,101.29,24.71,11.66
2431,7300,75.0,20.0,75.0,8524.0,192.44,42.31,101.43,24.90,12.41
2432,7300,75.0,20.0,75.0,8414.7,193.36,40.80,101.66,24.60,10.98
2433,7300,75.0,20.0,75.0,8456.5,193.54,42.90,101.74,24.83,12.57
2434,7300,75.0,20.0,75.0,8435.9,193.14,42.38,101.71,25.67,12.47
2435,7300,75.0,20.0,75.0,8424.5,192.93,42.14,101.31,24.74,11.27
2436,7300,75.0,20.0,75.0,8495.0,192.44,42.15,100.87,25.03,11.95
2437,7300,75.0,20.0,75.0,8354.9,192.79,42.48,101.04,24.38,12.13
2438,7300,75.0,20.0,75.0,8518.4,193.38,41.05,101.91,24.88,12.16
2439,7300,75.0,20.0,75.0,8447.4,192.66,39.37,101.62,24.35,12.83
2440,7300,75.0,20.0,75.0,8461.0,191.49,41.38,100.68,25.28,12.44
2441,7300,75.0,20.0,75.0,8510.4,192.89,42.14,101.50,24.26,12.54
2442,7300,75.0,20.0,75.0,8393.5,192.60,40.51,101.26,24.73,12.23
2443,7300,75.0,20.0,75.0,8534.1,192.98,41.38,101.75,25.55,11.27
2444,7300,75.0,20.0,75.0,8486.9,192.48,42.10,101.16,24.97,12.85
2445,7300,75.0,20.0,75.0,8315.3,192.23,43.13,101.05,25.31,11.53
2446,7300,75.0,20.0,75.0,8355.7,192.55,42.72,101.10,25.02,11.88
2447,7300,75.0,20.0,75.0,8400.4,192.21,42.55,101.22,25.10,12.04
2448,7300,75.0,20.0,75.0,8485.2,192.77,44.37,101.82,24.63,11.57
2449,7300,75.0,20.0,75.0,8469.5,192.14,41.28,101.30,25.10,11.64
2450,7300,75.0,20.0,75.0,8387.7,192.24,40.36,101.14,24.83,13.28
2451,7300,75.0,20.0,75.0,8503.5,192.83,41.93,101.47,24.63,11.91
2452,7300,75.0,20.0,75.0,8299.4,191.74,40.24,100.65,23.88,12.13
2453,7300,75.0,20.0,75.0,8426.4,192.58,41.12,100.95,24.69,12.54
2454,7300,75.0,20.0,75.0,8413.2,193.03,41.16,101.74,25.09,11.94
2455,7300,75.0,20.0,75.0,8405.9,192.50,40.96,101.25,25.22,12.36
2456,7300,75.0,20.0,75.0,8556.4,192.40,40.81,101.34,25.18,11.63
2457,7300,75.0,20.0,75.0,8498.7,192.55,42.02,101.08,25.15,12.67
2458,7300,75.0,20.0,75.0,8400.0,191.94,40.12,100.67,25.15,11.69
2459,7300,75.0,20.0,75.0,8476.7,191.94,42.35,100.83,25.11,11.56
2460,7300,75.0,20.0,75.0,8383.5,193.38,40.41,101.43,25.49,13.29
2461,7300,75.0,20.0,75.0,8494.9,192.05,40.40,100.94,25.02,11.49
2462,7300,75.0,20.0,75.0,8427.0,192.24,39.72,100.89,24.06,12.07
2463,7300,75.0,20.0,75.0,8525.8,193.45,41.56,101.60,25.12,12.82
2464,7300,75.0,20.0,75.0,8516.8,192.91,38.95,101.46,24.07,12.02
2465,7300,75.0,20.0,75.0,8429.2,192.11,42.38,100.69,24.96,12.30
2466,7300,75.0,20.0,75.0,8513.5,192.27,42.17,101.23,25.70,12.13
2467,7300,75.0,20.0,75.0,8453.4,192.55,42.21,101.36,25.40,12.28
2468,7300,75.0,20.0,75.0,8518.7,191.88,42.75,100.62,24.86,12.09
2469,7300,75.0,20.0,75.0,8463.2,191.97,39.68,100.54,24.28,11.69
2470,7300,75.0,20.0,75.0,8476.0,191.78,40.09,101.14,24.53,12.59
2471,7300,75.0,20.0,75.0,8278.0,192.70,43.95,101.09,25.97,11.60
2472,7300,75.0,20.0,75.0,8330.3,192.86,41.85,101.17,24.31,12.41
2473,7300,75.0,20.0,75.0,8493.7,192.44,41.00,101.36,24.50,11.03
2474,7300,75.0,20.0,75.0,8419.0,193.37,42.06,101.89,25.20,12.02
2475,7300,75.0,20.0,75.0,8515.1,192.95,41.96,101.55,25.60,12.17
2476,7300,75.0,20.0,75.0,8511.4,192.69,41.32,101.43,25.08,12.38
2477,7300,75.0,20.0,75.0,8611.3,192.81,42.13,101.02,25.25,12.25
2478,7300,75.0,20.0,75.0,8392.3,192.63,41.08,100.84,24.68,11.38
2479,7300,75.0,20.0,75.0,8267.5,192.63,39.47,101.54,24.00,10.75
2480,7300,75.0,20.0,75.0,8535.9,192.59,41.55,101.46,25.24,11.75
2481,7300,75.0,20.0,75.0,8602.4,192.12,40.45,101.62,25.09,12.09
2482,7300,75.0,20.0,75.0,8552.7,192.95,40.72,101.86,24.50,12.20
2483,7300,75.0,20.0,75.0,8419.8,192.39,42.52,101.15,25.38,11.96
2484,7300,75.0,20.0,75.0,8462.4,192.53,42.03,101.51,25.66,12.46
2485,7300,75.0,20.0,75.0,8587.8,191.49,40.04,100.46,24.88,11.96
2486,7300,75.0,20.0,75.0,8491.2,192.44,39.10,100.86,23.93,11.26
2487,7300,75.0,20.0,75.0,8324.1,192.37,39.04,101.59,24.48,11.36
2488,7300,75.0,20.0,75.0,8489.5,192.18,39.16,101.28,25.07,12.62
2489,7300,75.0,20.0,75.0,8414.9,193.49,40.00,101.73,24.37,11.69
2490,7300,75.0,20.0,75.0,8371.6,192.24,39.11,100.99,25.15,11.04
2491,7302,75.1,19.9,75.1,8323.7,192.73,41.27,101.92,25.19,12.59
2492,7305,75.2,19.9,75.1,8388.2,193.38,40.29,101.42,25.09,10.62
2493,7307,75.2,19.8,75.2,8591.7,193.47,42.32,101.83,25.63,12.52
2494,7310,75.3,19.7,75.2,8562.8,192.53,40.95,100.90,25.56,12.24
2495,7312,75.4,19.7,75.3,8640.7,191.34,43.21,100.10,25.09,11.66
2496,7315,75.5,19.6,75.3,8456.3,193.20,41.12,101.79,25.49,11.65
2497,7317,75.6,19.5,75.4,8639.4,193.80,41.59,102.03,24.99,11.74
2498,7320,75.7,19.5,75.5,8594.2,191.75,41.15,100.72,25.53,11.96
2499,7322,75.7,19.4,75.5,8591.3,192.85,41.95,101.54,24.29,11.79
2500,7325,75.8,19.3,75.6,8724.4,192.95,40.43,101.21,24.38,11.65
2501,7327,75.9,19.3,75.6,8736.9,193.36,39.88,101.55,24.16,13.06
2502,7330,76.0,19.2,75.7,8829.7,193.42,40.73,101.80,25.15,11.44
2503,7332,76.1,19.1,75.8,8773.7,194.27,40.46,101.86,25.09,12.64
2504,7335,76.2,19.1,75.8,8569.6,192.90,43.97,101.41,24.85,12.87
2505,7337,76.2,19.0,75.9,8708.5,194.19,42.33,101.64,25.74,11.38
2506,7340,76.3,18.9,75.9,8726.9,193.64,41.83,101.63,25.25,12.79
2507,7342,76.4,18.9,76.0,8611.1,193.69,43.39,101.35,25.24,12.71
2508,7345,76.5,18.8,76.0,8747.4,194.64,41.78,102.25,24.88,12.08
2509,7347,76.6,18.7,76.1,8825.4,193.43,41.20,101.19,24.99,11.92
2510,7350,76.7,18.7,76.2,8840.5,193.35,40.51,101.12,24.53,11.97
2511,7352,76.7,18.6,76.2,8836.5,193.48,41.84,101.26,24.98,11.61
2512,7355,76.8,18.5,76.3,8922.1,193.90,40.25,101.25,24.88,12.66
2513,7357,76.9,18.5,76.3,8858.8,193.87,40.65,101.69,24.62,12.04
2514,7360,77.0,18.4,76.4,8774.3,193.98,39.77,101.75,25.52,13.81
2515,7362,77.1,18.3,76.5,8940.4,192.80,43.31,100.45,25.79,13.71
2516,7365,77.2,18.3,76.5,8941.0,193.63,41.86,101.16,25.33,12.08
2517,7367,77.2,18.2,76.6,9139.6,195.17,43.13,101.92,24.28,12.73
2518,7370,77.3,18.1,76.6,9255.5,193.91,41.61,100.93,25.50,12.91
2519,7372,77.4,18.1,76.7,9031.2,194.39,42.31,101.80,25.26,12.06
2520,7375,77.5,18.0,76.7,9030.1,193.79,42.02,100.64,25.43,11.64
2521,7377,77.6,17.9,76.8,8955.3,194.57,43.14,101.68,25.20,12.97
2522,7380,77.7,17.9,76.9,9032.7,194.47,40.97,101.11,24.95,12.23
2523,7382,77.7,17.8,76.9,9096.7,194.36,43.23,101.52,25.89,11.97
2524,7385,77.8,17.7,77.0,9152.0,194.91,39.30,101.71,24.61,11.83
2525,7387,77.9,17.7,77.0,9087.5,194.93,40.32,102.08,24.97,11.11
2526,7390,78.0,17.6,77.1,9049.0,195.42,39.23,101.97,24.34,13.08
2527,7392,78.1,17.5,77.2,9134.3,194.50,43.36,101.39,25.21,12.83
2528,7395,78.2,17.5,77.2,9121.5,193.82,41.09,100.68,24.19,12.13
2529,7397,78.2,17.4,77.3,9057.8,194.22,41.18,100.63,25.44,13.32
2530,7400,78.3,17.3,77.3,9354.1,195.36,42.02,101.57,24.95,12.63
2531,7402,78.4,17.3,77.4,9126.0,194.81,40.41,101.38,25.15,12.39
2532,7405,78.5,17.2,77.4,9366.6,193.37,41.62,100.76,24.26,11.37
2533,7407,78.6,17.1,77.5,9175.9,195.18,41.23,101.34,25.05,12.69
2534,7410,78.7,17.1,77.6,9399.1,195.40,43.84,101.80,25.83,12.91
2535,7412,78.7,17.0,77.6,9286.8,194.99,42.52,101.19,25.75,12.51
2536,7415,78.8,16.9,77.7,9350.0,195.16,41.86,100.69,25.70,12.29
2537,7417,78.9,16.9,77.7,9304.1,195.76,41.87,101.82,25.18,12.10
2538,7420,79.0,16.8,77.8,9272.6,194.94,41.58,100.95,24.88,11.73
2539,7422,79.1,16.7,77.9,9374.4,195.41,40.95,101.25,24.68,12.51
2540,7425,79.2,16.7,77.9,9426.1,196.18,42.59,101.76,25.44,13.42
